Teff log(g) a1 a2 a3 a4 I1 beaming
85000.0 6.5 0.5179 -0.493 0.4899 -0.1921 0.00509596 1.7511
90000.0 6.5 0.551 -0.5928 0.5945 -0.2306 0.0053721 1.7659
100000.0 6.5 0.6187 -0.7881 0.7976 -0.305 0.00592838 1.7907
3750.0 6.75 -0.5681 3.6778 -3.8924 1.4143 2.79813e-07 -7.4788
4000.0 6.75 0.0142 2.4378 -2.8076 1.0636 4.01542e-07 -6.8241
4250.0 6.75 0.6236 0.9775 -1.3698 0.5506 5.97142e-07 -6.2466
4500.0 6.75 1.0314 -0.0498 -0.3131 0.1618 9.06474e-07 -5.7335
4750.0 6.75 1.2784 -0.6616 0.3301 -0.0779 1.37758e-06 -5.2746
5000.0 6.75 0.7945 0.5373 -0.794 0.3172 1.72445e-06 -4.8619
5250.0 6.75 0.7622 0.62 -0.8383 0.3273 2.81604e-06 -4.4888
5500.0 6.75 0.637 0.9144 -1.0766 0.4039 4.28709e-06 -4.15
5750.0 6.75 0.4223 1.4425 -1.5519 0.5613 6.09265e-06 -3.8411
6000.0 6.75 0.1709 2.0895 -2.1734 0.7717 8.1909e-06 -3.5584
6250.0 6.75 -0.0393 2.6227 -2.6873 0.9429 1.05509e-05 -3.2988
6500.0 6.75 -0.1762 2.9505 -2.9924 1.0387 1.3151e-05 -3.0596
7000.0 6.75 -0.2703 3.0876 -3.0607 1.0339 1.90051e-05 -2.634
